C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-02-12 - 043 - 132 bpm - funk-y rock-ish.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.9761628787045599,0.0,0.0,0.0,0.9192370738544574,0.0,0.0,0.0,0.0,0.9991538805695132,1.0,0.9955499526814476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999992174843998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7204413600297777,0.0,0.0,0.0,0.0,0.0
C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-02-06 - 037 - 111 bpm - driving rock-ish.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.743147616785094,0.0,0.0,0.0,0.0,0.0,0.0,0.9981437145137432,0.9955499526814476,1.0,0.9302356994838455,0.0,0.0,0.0,0.0,0.0,0.9670695924266434,0.805823913857327,0.0,0.0,0.0,0.0,0.9998561848978857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-06 - 006 - 99 bpm - hard rock punk.wav,0.0,0.0,0.0,0.9999625789947981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9389176885275498,0.0,0.9302356994838455,1.0,0.0,0.0,0.0,0.999334173498459,0.0,0.0,0.0,0.9603844618333859,0.0,0.0,0.0,0.9852408517378746,0.0,0.9664450303144103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-24 - 024 - 180 bpm - metal punk rock.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9399292362273161,0.0,0.0,0.9999738995019611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9249814376549639,0.0,0.0,0.0,0.7184440818705451,0.0,0.8758582191203588,0.0,0.0,0.0,0.0,0.8363676456344028,0.0,0.0,0.0,0.8656347802392409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-20 - 020 - 87 bpm - crashy slow groove.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9249814376549639,1.0,0.9877501783905074,0.0,0.0,0.26023050494761657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-03 - 003 - 101 bpm - slow spacey.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9844636358281482,0.0,0.0,0.0,0.0,0.0,0.9877501783905074,1.0,0.0,0.1744268289565666,0.0,0.0,0.0,0.0,0.992586729124919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-22 - 022 - 170 bpm - breaks dnb.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7630909800641876,0.0,0.0,0.0,0.0,0.999334173498459,0.0,0.0,0.0,1.0,0.0,0.4963722039100681,0.0,0.9999851806527004,0.0,0.0,0.0,0.0,0.0,0.0,0.7580618327909362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-07 - 007 - 120 bpm - rock funk groove.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0834217178903514,0.0,0.0,0.9971423656986137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1744268289565666,0.0,1.0,0.0,0.7440593815962733,0.0,0.7433566093944168,0.09076091536007927,0.0,0.0,0.0,0.0,0.9999338172405177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-02-10 - 041 - 166 bpm - metal hard rock.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9670695924266434,0.0,0.7184440818705451,0.26023050494761657,0.0,0.4963722039100681,0.0,1.0,0.7206407493146721,0.0,0.0,0.0,0.0,0.0,0.4899231613536807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-19 - 019 - 120 bpm - groovey.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9489409322298199,0.0,0.0,0.0,0.0,0.0,0.805823913857327,0.0,0.0,0.0,0.0,0.0,0.7440593815962733,0.7206407493146721,1.0,0.0,0.0,0.0,0.9136359701656276,0.0,0.0,0.8402029164860109,0.0,0.7589783030922675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-14 - 014 - 141 bpm - groove-y.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999992174843998,0.0,0.9603844618333859,0.8758582191203588,0.0,0.0,0.9999851806527004,0.0,0.0,0.0,1.0,0.0,0.0,0.9831213436988667,0.0,0.0,0.0,0.7541098981143677,0.0,0.0,0.8362816155442152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-01 - 001 - 120 bpm - rock-ish.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3251861414791133,0.0,0.0,0.0,0.0,0.0,0.9752446590140681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7433566093944168,0.0,0.0,0.0,1.0,0.0,0.9869770846414682,0.0,0.9611648384926127,0.0,0.0,0.0,0.0,0.9355281019064569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-10 - 010 - 141 bpm - breakbeat.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.992586729124919,0.0,0.09076091536007927,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5060421370632265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-02-08 - 039 - 160 bpm - funk-y break-y.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7118234585037454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9136359701656276,0.9831213436988667,0.9869770846414682,0.0,1.0,0.0,0.892869506021925,0.0,0.0,0.0,0.931738812542687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-28 - 028 - 118 bpm - groove-y funky.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9991946259600107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9967791912889401,0.0,0.9998561848978857,0.9852408517378746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9297168049145055,0.0,0.0,0.9797853133448279,0.9091946758777572,0.0,0.0,0.0
C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-09 - 009 - 102 bpm - funk-ish.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8363676456344028,0.0,0.0,0.0,0.0,0.4899231613536807,0.0,0.0,0.9611648384926127,0.0,0.892869506021925,0.0,1.0,0.0,0.0,0.0,0.0,0.7072433870664704,0.9989268147470097,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-27 - 027 - 90 bpm - breaky.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9987322628463696,0.0,0.0,0.9999959172111034,0.0,0.0,0.0,0.9664450303144103,0.0,0.0,0.0,0.0,0.0,0.0,0.8402029164860109,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9988185537614431,0.0,0.0,0.0,0.9969674581125021,0.0,0.0,0.0,0.9693799305781243
C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-04 - 004 - 93 bpm - rock.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999001338166031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7580618327909362,0.9999338172405177,0.0,0.0,0.7541098981143677,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9974340541926906,0.9999999980975478,0.9910187309710574,0.0,0.0,0.0,0.0
C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-02-13 - 044 - 120 bpm - metal.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7589783030922675,0.0,0.0,0.5060421370632265,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052931184104776624,0.0,0.3511120826961966
C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-13 - 013 - 120 bpm - funk disco.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8656347802392409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.931738812542687,0.0,0.0,0.0,0.0,0.0,1.0,0.8001275823651334,0.9989540062497907,0.0,0.0,0.0,0.20491931681142894,0.0,0.0,0.0
C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-29 - 029 - 170 bpm - metal punk.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8362816155442152,0.9355281019064569,0.0,0.0,0.0,0.7072433870664704,0.9988185537614431,0.0,0.0,0.8001275823651334,1.0,0.0,0.0,0.9999323752691337,0.84099469263859,0.0,0.0,0.0,0.0
C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-02-07 - 038 - 121 bpm - rock metal punk.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9019502718036168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9297168049145055,0.9989268147470097,0.0,0.0,0.0,0.9989540062497907,0.0,1.0,0.7780873489708626,0.0,0.0,0.44804375881475733,0.0,0.0,0.7809448752472962
C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-18 - 018 - 145 bpm - rock.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9980908161180747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9974340541926906,0.0,0.0,0.0,0.7780873489708626,1.0,0.997167432996979,0.9999302032999035,0.0,0.0,0.7429845259694352,0.0
C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-05 - 005 - 124 bpm - funk groove.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7204413600297777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999980975478,0.0,0.0,0.9999323752691337,0.0,0.997167432996979,1.0,0.989636462721621,0.0,0.0,0.8971694997693695,0.0
C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-02-04 - 035 - 105 bpm - funk-ish groove-y.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9797853133448279,0.0,0.9969674581125021,0.9910187309710574,0.0,0.0,0.84099469263859,0.0,0.9999302032999035,0.989636462721621,1.0,0.0,0.0,0.0,0.9466211002640083
C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-02-01 - 032 - 135 bpm - metal blast.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9091946758777572,0.0,0.0,0.0,0.0,0.20491931681142894,0.0,0.44804375881475733,0.0,0.0,0.0,1.0,0.0,0.9997792406005214,0.9307050151676725
C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-02-14 - 045 - 116 bpm - jazz-y fill-y.wav,0.0,0.0,0.0,0.0,0.0,0.029539601380943425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052931184104776624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8642660244627036
C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-02-05 - 036 - 89 bpm - rolling.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7429845259694352,0.8971694997693695,0.0,0.9997792406005214,0.0,1.0,0.9654348898722002
C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-21 - 021 - 160 bpm - hard rock breaks.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9693799305781243,0.0,0.3511120826961966,0.0,0.0,0.7809448752472962,0.0,0.0,0.9466211002640083,0.9307050151676725,0.8642660244627036,0.9654348898722002,1.0
